CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Trans_Amt,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
709479558,Existing Customer,36,F,4,College,Single,Less than $40K,Blue,36,2758,3073,0.792,0.786
778148283,Existing Customer,48,M,2,Doctorate,Single,$120K +,Blue,41,20148,3921,0.542,0.054
719363283,Existing Customer,59,F,0,Doctorate,Single,Less than $40K,Blue,36,1438.3,1904,0.382,0
716225433,Existing Customer,60,M,1,Uneducated,Single,$80K - $120K,Blue,51,26566,3103,0.625,0.095
719882583,Existing Customer,44,M,5,Graduate,Single,$60K - $80K,Blue,34,13477,3866,0.634,0.153
711076533,Existing Customer,65,M,0,College,Divorced,Less than $40K,Blue,42,9706,3435,0.706,0.203
820651908,Existing Customer,46,F,3,Graduate,Single,$40K - $60K,Blue,41,7457,3162,0.73,0
710884683,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Silver,40,34516,3937,1.051,0.023
797468658,Existing Customer,53,M,3,High School,Married,$120K +,Blue,47,19081,1536,0.476,0.127
711534183,Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,36,28830,3533,0.966,0
721083258,Existing Customer,37,F,4,High School,Divorced,$40K - $60K,Blue,22,2563,2064,0.917,0.639
717986058,Existing Customer,29,F,0,High School,Single,Less than $40K,Blue,13,5240,2712,0.778,0.307
804610908,Existing Customer,49,F,2,Doctorate,Married,Less than $40K,Blue,44,3397,3295,0.61,0.578
717602733,Existing Customer,47,M,3,Doctorate,Single,Less than $40K,Blue,35,1842,4165,0.634,0
713233908,Existing Customer,33,M,2,Graduate,Divorced,$60K - $80K,Blue,21,20791,2883,0.755,0
755365233,Existing Customer,34,M,1,Graduate,Unknown,$60K - $80K,Blue,27,19900,3948,0.846,0.079
712658283,Existing Customer,36,F,3,Graduate,Single,$40K - $60K,Blue,28,3701,3222,0.623,0.262
708796458,Existing Customer,30,F,2,Graduate,Single,Less than $40K,Blue,18,4199,3016,0.763,0.453
713557533,Existing Customer,34,M,3,High School,Single,$40K - $60K,Blue,21,4353,2664,0.884,0.38
710524533,Attrited Customer,38,F,4,College,Married,$40K - $60K,Blue,36,4913,899,0.273,0.512
713412558,Existing Customer,39,F,4,Post-Graduate,Married,Less than $40K,Blue,22,5454,2674,0.675,0.203
718934058,Existing Customer,36,M,2,Doctorate,Single,$40K - $60K,Blue,26,2845,2396,0.5,0.885
717613233,Existing Customer,45,M,4,Uneducated,Married,$60K - $80K,Silver,33,25907,2058,0.806,0.029
821710308,Existing Customer,38,F,3,Uneducated,Single,Less than $40K,Blue,33,2206,1739,0.667,0.915
716089983,Existing Customer,31,M,0,Graduate,Single,$40K - $60K,Blue,24,12050,2015,0.704,0.144
720430083,Existing Customer,65,M,0,High School,Unknown,Less than $40K,Blue,36,2107,3913,0.523,0.478
712071708,Existing Customer,63,F,0,Graduate,Married,Less than $40K,Blue,36,2107,1320,0.522,0.641
770721858,Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,56,3539,1463,0.632,0.711
715629783,Existing Customer,51,M,1,Graduate,Married,$40K - $60K,Silver,36,17905,4399,0.778,0.055
768886533,Existing Customer,37,M,3,Graduate,Married,$60K - $80K,Blue,31,4940,3246,0.9,0.243
711291558,Existing Customer,27,M,0,Uneducated,Single,$60K - $80K,Blue,36,2464,2636,0.429,0
714929283,Existing Customer,34,F,0,High School,Married,$40K - $60K,Blue,36,3203,2625,0.625,0.696
716285358,Existing Customer,32,F,1,College,Divorced,Less than $40K,Blue,36,1835,2801,0.519,0.554
710958033,Existing Customer,49,F,5,Uneducated,Single,Less than $40K,Blue,39,1993,4075,0.689,0
789690483,Existing Customer,39,M,4,High School,Married,$80K - $120K,Blue,25,8208,3135,1.167,0
789338583,Existing Customer,42,M,2,Doctorate,Married,$80K - $120K,Blue,32,26222,1988,0.579,0.041
717411483,Existing Customer,55,M,4,College,Divorced,$80K - $120K,Blue,36,34173,3731,0.816,0.035
720799608,Existing Customer,57,F,2,Graduate,Married,$40K - $60K,Blue,49,3377,1621,0.391,0.509
714112383,Existing Customer,53,M,2,Graduate,Married,$120K +,Blue,43,5882,1380,0.667,0.397
717994608,Existing Customer,51,M,0,Graduate,Married,$80K - $120K,Blue,40,7158,2113,0.875,0
798558783,Existing Customer,47,M,3,Graduate,Married,Less than $40K,Blue,41,5833,3732,0.531,0.3
716875083,Existing Customer,26,F,0,High School,Single,$40K - $60K,Blue,36,4152,2351,0.312,0
714603558,Existing Customer,37,M,2,High School,Single,$40K - $60K,Blue,24,11699,2007,1,0.15
789903708,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,35,4505,3968,0.619,0.347
801989733,Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Blue,48,7667,3915,0.617,0.156
789504183,Existing Customer,37,M,4,Graduate,Single,$120K +,Blue,28,34516,2574,0.771,0
714574083,Existing Customer,36,F,3,Graduate,Single,Less than $40K,Blue,31,2937,2511,0.7,0.735
717978033,Existing Customer,36,F,1,High School,Single,Less than $40K,Blue,36,5257,2822,0.659,0.299
711256908,Existing Customer,39,M,2,High School,Single,$60K - $80K,Blue,28,10331,3695,0.653,0.093
721023708,Existing Customer,47,M,4,Uneducated,Married,$60K - $80K,Blue,36,17557,2142,0.378,0
714522258,Existing Customer,56,F,2,Graduate,Married,Less than $40K,Blue,48,4366,1596,0.423,0.364
713644758,Existing Customer,49,M,3,Graduate,Single,$120K +,Blue,36,8514,4098,0.542,0.236
712700358,Existing Customer,36,F,4,Uneducated,Single,Less than $40K,Blue,26,2002,2411,0.714,0.688
779873508,Existing Customer,51,F,0,High School,Married,Less than $40K,Blue,35,3132,3607,0.935,0.58
779342958,Existing Customer,26,F,0,College,Married,$40K - $60K,Blue,13,2010,3625,0.635,0.532
711738333,Existing Customer,34,M,2,Graduate,Married,$80K - $120K,Blue,23,7567,2361,0.875,0.235
709413933,Attrited Customer,56,M,2,High School,Single,$40K - $60K,Blue,40,2381,1920,0.586,0.273
720323208,Existing Customer,43,M,2,Graduate,Married,$120K +,Silver,31,34516,4976,0.692,0.069
713372583,Existing Customer,42,F,4,High School,Single,Less than $40K,Blue,19,1438.3,3786,0.523,0
710092683,Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,30,3735,1837,0.741,0.38
779284833,Existing Customer,55,M,2,Post-Graduate,Single,$60K - $80K,Blue,37,22127,3591,0.75,0.081
717132633,Existing Customer,62,M,0,Uneducated,Single,$40K - $60K,Blue,50,7348,3066,0.694,0.2
714967233,Attrited Customer,52,M,2,Doctorate,Married,$120K +,Blue,34,11188,2109,0.621,0
714954033,Existing Customer,29,F,0,Post-Graduate,Single,Less than $40K,Blue,36,5076,2675,0.629,0.241
716154258,Existing Customer,48,M,4,Doctorate,Unknown,$60K - $80K,Silver,38,32658,2023,0.542,0.045
755399433,Existing Customer,43,M,3,Uneducated,Married,$80K - $120K,Blue,36,28634,4549,0.659,0.032
709876008,Existing Customer,49,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3414,1803,1.13,0.431
709918158,Existing Customer,43,M,3,High School,Married,$80K - $120K,Blue,23,12315,2028,0.545,0
713350908,Existing Customer,41,F,2,Uneducated,Married,$40K - $60K,Blue,36,2690,3636,0.7,0.711
715759458,Existing Customer,43,M,3,Graduate,Single,$80K - $120K,Blue,31,12165,4066,0.682,0
713976258,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,46,1792,3102,0.703,0.552
790174608,Existing Customer,37,M,1,Doctorate,Single,$80K - $120K,Blue,30,19300,2660,0.795,0.061
771335358,Existing Customer,37,M,2,College,Divorced,$40K - $60K,Blue,24,8120,3161,0.688,0.258
708382083,Existing Customer,49,M,5,High School,Married,$80K - $120K,Blue,36,2292,2584,0.5,0
771829758,Existing Customer,36,M,3,Uneducated,Married,$80K - $120K,Blue,25,21434,2143,0.586,0.063
767333808,Existing Customer,50,F,2,Graduate,Unknown,Less than $40K,Blue,43,3424,4929,0.574,0
720409608,Existing Customer,45,M,3,High School,Married,$120K +,Blue,35,32446,1717,0.696,0.061
717830583,Existing Customer,41,M,2,Graduate,Married,$80K - $120K,Blue,36,9133,4101,0.63,0.234
715455708,Existing Customer,47,M,3,Graduate,Single,$80K - $120K,Blue,37,5116,2361,0.633,0.287
719108358,Existing Customer,39,M,2,Post-Graduate,Married,$80K - $120K,Blue,31,18974,2783,1,0.133
769323183,Existing Customer,51,M,4,Uneducated,Single,$120K +,Blue,45,12101,2086,0.76,0.208
820020258,Existing Customer,55,F,1,High School,Single,$40K - $60K,Blue,46,5379,1778,0.29,0.179
719234883,Existing Customer,57,M,3,Graduate,Single,$120K +,Blue,49,32676,3990,0.76,0.065
807349158,Existing Customer,36,M,4,Doctorate,Divorced,$120K +,Blue,31,34516,2243,0.935,0.043
708644208,Existing Customer,39,F,2,Graduate,Single,$40K - $60K,Blue,34,5858,3355,0.604,0
711659958,Existing Customer,65,F,0,Graduate,Married,$40K - $60K,Blue,56,2692,1594,0.895,0.694
798988983,Existing Customer,51,F,2,Uneducated,Married,Less than $40K,Blue,45,7165,3553,0.902,0.284
710760258,Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,38,1438.3,4740,0.653,0
799700208,Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Silver,32,26988,3732,0.795,0.059
787460883,Attrited Customer,41,M,3,Uneducated,Married,$40K - $60K,Blue,28,11091,1234,0.308,0
770937183,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Silver,27,10745,3502,0.933,0.194
772268058,Existing Customer,46,F,4,Uneducated,Single,Less than $40K,Blue,35,2722,3129,0.683,0.541
710166783,Existing Customer,49,F,1,Graduate,Married,Less than $40K,Blue,36,8228,4277,0.702,0
708758658,Existing Customer,49,M,4,Graduate,Married,$80K - $120K,Blue,39,34516,3951,0.9,0.016
714011358,Existing Customer,38,M,3,Graduate,Divorced,$80K - $120K,Blue,24,14821,2876,0.622,0
821150958,Existing Customer,52,M,5,Graduate,Single,$80K - $120K,Blue,47,2047,3452,0.692,0.325
792272658,Existing Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,34,22380,3756,0.78,0.055
809818008,Existing Customer,36,M,3,Uneducated,Married,$80K - $120K,Blue,31,12893,2300,0.463,0.126
803231058,Existing Customer,53,M,3,High School,Single,Less than $40K,Blue,47,3351,4294,0.737,0.44
720450108,Existing Customer,54,M,1,Graduate,Married,$40K - $60K,Blue,44,1438.3,1585,0.609,0
719076858,Existing Customer,34,M,4,College,Single,$60K - $80K,Blue,20,2165,2651,0.841,0.902
711835758,Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,42,34516,1756,0.25,0.061
709284333,Existing Customer,36,M,1,Uneducated,Divorced,$120K +,Blue,28,5260,2546,0.879,0.212
788122533,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,48,1438.3,1336,0.882,0
709206333,Attrited Customer,44,F,4,Graduate,Single,$40K - $60K,Blue,30,4333,1558,0.538,0
713039808,Existing Customer,45,M,4,College,Married,Less than $40K,Blue,32,6637,1801,0.6,0
801700233,Existing Customer,36,M,2,Graduate,Single,$120K +,Blue,28,3174,3140,0.721,0.776
716815308,Existing Customer,44,F,2,Uneducated,Married,Less than $40K,Blue,36,4396,3942,0.816,0.339
821149008,Attrited Customer,52,M,2,Graduate,Single,$80K - $120K,Blue,48,34516,1661,0.6,0
720580383,Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,37,1438.3,3637,0.86,0
780202908,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,43,6853,2833,0.556,0.216
716183283,Existing Customer,27,F,1,College,Divorced,Less than $40K,Blue,15,2166,3563,0.892,0.411
719855958,Existing Customer,41,M,4,High School,Single,$60K - $80K,Blue,28,4475,3367,0.737,0
710112933,Existing Customer,28,M,1,Uneducated,Single,$60K - $80K,Blue,18,16604,2580,0.649,0.103
768364233,Existing Customer,59,M,1,High School,Married,$40K - $60K,Blue,53,5446,1505,0.32,0.346
771725808,Existing Customer,43,M,3,Uneducated,Unknown,$80K - $120K,Blue,31,28700,3395,0.578,0.027
712762758,Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,34,9451,3179,0.975,0.135
713089458,Existing Customer,44,M,1,High School,Married,Less than $40K,Blue,33,6130,3411,0.592,0.132
826780683,Existing Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,36,15008,3943,0.771,0
780251658,Existing Customer,32,M,1,High School,Married,$40K - $60K,Blue,18,4583,2395,0.781,0.346
772273983,Attrited Customer,48,M,4,Uneducated,Single,$40K - $60K,Blue,37,5268,2138,0.429,0.416
720688158,Existing Customer,37,F,3,High School,Single,Less than $40K,Blue,25,2282,2751,0.659,0
708193008,Existing Customer,41,M,4,Uneducated,Single,$80K - $120K,Blue,30,14480,1616,0.654,0
772449858,Existing Customer,51,M,3,Graduate,Divorced,$40K - $60K,Blue,41,7570,3849,0.591,0.183
715992558,Existing Customer,52,M,2,Doctorate,Married,$80K - $120K,Blue,38,12878,1968,0.735,0.126
708502908,Existing Customer,61,M,2,High School,Single,$60K - $80K,Silver,48,26218,3925,0.833,0
720132258,Existing Customer,49,M,3,Post-Graduate,Single,$120K +,Silver,36,34516,3422,0.529,0.038
720906033,Existing Customer,35,M,1,Graduate,Married,$40K - $60K,Blue,25,5801,2987,0.857,0.203
719961183,Existing Customer,63,F,0,High School,Married,Less than $40K,Blue,53,2271,1550,0.65,0.563
718838808,Existing Customer,36,F,1,Post-Graduate,Married,Less than $40K,Blue,23,3107,2720,1.182,0.758
710268858,Existing Customer,33,F,4,Graduate,Single,Less than $40K,Blue,22,2001,3162,0.707,0.608
788360283,Existing Customer,33,M,1,Graduate,Single,$80K - $120K,Blue,26,1438.3,2557,0.618,0
802884933,Existing Customer,61,M,1,Graduate,Married,$60K - $80K,Blue,55,3264,1665,0.524,0.413
714436383,Existing Customer,44,M,4,Graduate,Unknown,$80K - $120K,Blue,34,26856,4222,0.471,0
718785483,Existing Customer,38,M,1,Doctorate,Single,$80K - $120K,Silver,29,34516,4238,0.809,0.042
708816408,Existing Customer,41,M,4,Uneducated,Single,$80K - $120K,Blue,32,21756,3063,0.511,0
715363908,Existing Customer,44,F,4,Uneducated,Married,Less than $40K,Blue,26,4726,3658,0.628,0.328
711251133,Existing Customer,37,M,0,Post-Graduate,Single,$80K - $120K,Blue,27,15326,2990,0.964,0
789193383,Existing Customer,65,M,0,Uneducated,Single,Less than $40K,Blue,54,2644,3495,0.628,0.64
712801758,Existing Customer,37,F,1,Graduate,Single,$40K - $60K,Blue,27,2673,3052,0.75,0.942
718291233,Existing Customer,46,M,4,Graduate,Married,$80K - $120K,Blue,33,16227,4314,0.634,0.057
771960708,Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue,40,3290,3591,0.739,0.748
717427983,Existing Customer,50,F,3,High School,Single,Less than $40K,Silver,39,11176,2682,0.641,0.217
771599283,Existing Customer,53,M,2,Graduate,Married,$80K - $120K,Blue,41,2492,1606,0.882,0.669
717237708,Existing Customer,54,M,2,Post-Graduate,Single,$60K - $80K,Blue,38,14265,3982,0.871,0.132
712513458,Existing Customer,47,F,4,High School,Single,Less than $40K,Blue,38,7469,3150,0.489,0.254
709690158,Existing Customer,52,F,4,Graduate,Married,Less than $40K,Blue,36,4592,1470,0.737,0.548
709959858,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,32,4341,3825,0.537,0
720683958,Existing Customer,41,M,4,Uneducated,Divorced,$80K - $120K,Gold,36,34516,4077,0.763,0
780704358,Existing Customer,34,M,3,Post-Graduate,Unknown,$60K - $80K,Silver,23,27710,4014,0.659,0
717843783,Existing Customer,33,F,1,College,Single,Less than $40K,Silver,17,13431,2338,0.69,0.118
718318383,Existing Customer,49,M,1,High School,Unknown,$60K - $80K,Blue,36,2645,4251,0.533,0.567
708849858,Existing Customer,44,M,3,Doctorate,Single,$120K +,Blue,35,14028,3683,0.738,0.102
712652283,Existing Customer,36,M,1,Uneducated,Divorced,$80K - $120K,Blue,28,34516,3030,0.805,0.022
793461933,Existing Customer,37,M,3,High School,Single,$80K - $120K,Blue,31,5699,2835,0.9,0.177
767114958,Existing Customer,65,M,0,Uneducated,Single,Less than $40K,Blue,56,3226,3250,0.591,0.643
709216533,Existing Customer,52,M,2,College,Married,$80K - $120K,Blue,36,2803,3142,0.561,0.278
720897783,Existing Customer,50,M,1,Uneducated,Married,$120K +,Blue,30,34516,2776,0.735,0.058
773503308,Existing Customer,59,M,1,Uneducated,Single,Less than $40K,Blue,53,2192,4010,0.717,0.716
708139833,Attrited Customer,40,M,3,Graduate,Unknown,$60K - $80K,Blue,30,6391,2323,0.419,0
710664558,Existing Customer,40,F,3,High School,Married,Less than $40K,Blue,31,4736,3927,0.659,0.2
713687508,Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue,49,9944,3159,0.568,0.162
816312633,Existing Customer,52,F,3,College,Married,$40K - $60K,Blue,47,4717,2349,0.347,0
718216008,Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,38,16920,3275,0.5,0.127
718345233,Existing Customer,45,F,2,Graduate,Unknown,Less than $40K,Blue,35,3240,1904,0.519,0.777
771228183,Existing Customer,30,F,0,Graduate,Divorced,Less than $40K,Blue,17,4704,3294,0.891,0
789430083,Existing Customer,41,F,5,High School,Single,$40K - $60K,Blue,32,14987,4470,0.844,0.095
823621083,Existing Customer,46,M,3,Graduate,Married,$120K +,Blue,42,9227,3948,0.721,0.102
715424283,Existing Customer,31,F,0,College,Married,Less than $40K,Blue,21,1677,3059,0.613,0
807209808,Existing Customer,48,M,1,High School,Single,$60K - $80K,Blue,40,2319,3739,0.659,0.703
710681808,Existing Customer,53,M,3,High School,Single,$80K - $120K,Blue,42,18531,2484,0.857,0.084
708740808,Existing Customer,45,M,4,Graduate,Married,$40K - $60K,Blue,36,4112,2949,1.25,0
711728208,Existing Customer,46,M,4,Graduate,Single,$120K +,Blue,34,34516,4143,0.659,0
720562008,Existing Customer,34,M,2,Graduate,Single,$80K - $120K,Silver,22,34516,2759,0.806,0.037
709012083,Existing Customer,39,M,1,Uneducated,Married,Less than $40K,Blue,28,4683,2010,0.731,0.537
718174908,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,36,4224,1458,1.071,0.572
709550958,Existing Customer,51,M,3,Graduate,Married,$60K - $80K,Blue,32,7133,2689,0.59,0
720776508,Existing Customer,44,F,2,Doctorate,Single,$40K - $60K,Blue,25,4210,4248,0.857,0
755615208,Existing Customer,49,M,3,High School,Single,$120K +,Blue,42,12630,4084,0.571,0.144
827476983,Attrited Customer,56,F,2,College,Single,Less than $40K,Blue,52,3639,1865,0.5,0.599
716682258,Existing Customer,52,M,1,High School,Divorced,$120K +,Blue,36,31945,3650,0.676,0.05
712515558,Existing Customer,35,M,1,College,Single,$60K - $80K,Blue,26,23447,2834,0.638,0.065
719342808,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,30,4180,3750,0.727,0.165
788957358,Existing Customer,53,F,1,Graduate,Single,$40K - $60K,Blue,39,4930,4224,0.791,0.452
778386033,Existing Customer,38,M,3,Uneducated,Married,$60K - $80K,Blue,18,3417,2068,0.619,0.512
820060758,Existing Customer,50,F,1,College,Single,Less than $40K,Blue,45,4785,3651,0.553,0.411
713271708,Existing Customer,46,M,3,Uneducated,Married,Less than $40K,Silver,33,12685,4454,0.574,0
720555483,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,35,21374,4100,0.681,0
709405758,Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,28,1911,1965,0.256,0.637
769463433,Existing Customer,41,F,2,Post-Graduate,Single,Less than $40K,Blue,35,8666,3593,0.578,0
715921758,Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,25,1438.3,2882,0.619,0
717280158,Existing Customer,49,M,3,Graduate,Married,Less than $40K,Blue,36,2976,3332,0.667,0.611
714179658,Existing Customer,43,M,3,High School,Single,$120K +,Blue,36,34516,1996,0.548,0
806637558,Existing Customer,58,M,1,High School,Married,$60K - $80K,Blue,53,1438.3,1539,0.6,0
714828708,Existing Customer,46,M,0,High School,Divorced,$80K - $120K,Blue,36,16099,3656,0.76,0
711989358,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,36,19595,3811,0.824,0.061
720188508,Existing Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,25,13193,4071,0.73,0.133
719528958,Existing Customer,57,F,3,College,Single,$40K - $60K,Blue,36,8184,4134,0.821,0.184
716363658,Existing Customer,51,M,2,Doctorate,Single,$120K +,Blue,36,25873,3920,0.647,0.022
778952058,Existing Customer,46,M,3,College,Married,$80K - $120K,Blue,32,20860,3435,0.697,0.072
778908783,Existing Customer,52,M,3,College,Married,$80K - $120K,Blue,33,27751,1427,0.667,0.037
778170633,Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Blue,38,34516,3661,0.868,0.019
771833433,Attrited Customer,49,M,2,High School,Married,$80K - $120K,Blue,38,29893,2063,0.846,0
788959758,Existing Customer,47,F,4,Uneducated,Single,$40K - $60K,Blue,33,9148,3451,0.967,0.061
713267133,Existing Customer,41,F,5,Post-Graduate,Married,Less than $40K,Blue,33,6519,3088,0.711,0.131
716263533,Existing Customer,44,M,5,High School,Married,$80K - $120K,Blue,36,2509,3166,0.946,0.583
719026383,Existing Customer,35,F,2,Uneducated,Married,Less than $40K,Blue,36,2664,3135,0.903,0
709683633,Existing Customer,32,F,1,High School,Single,Less than $40K,Silver,13,10332,2914,0.763,0.092
828291858,Attrited Customer,38,M,3,College,Single,$60K - $80K,Blue,34,12050,2381,0.481,0.151
779647608,Existing Customer,39,M,2,High School,Single,$120K +,Blue,22,26124,4199,0.586,0
787605558,Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,Blue,31,9816,3489,0.528,0
771534408,Existing Customer,52,F,2,College,Single,Less than $40K,Blue,40,2783,3897,1,0.855
716219808,Existing Customer,49,M,3,Graduate,Unknown,$60K - $80K,Blue,36,15942,1742,0.323,0
715690908,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Silver,39,12222,3418,0.733,0.103
789125733,Existing Customer,38,F,4,Doctorate,Married,Less than $40K,Blue,26,4002,2114,0.514,0.35
717271983,Existing Customer,60,M,0,College,Single,$80K - $120K,Silver,53,34516,3261,0.684,0.04
709695333,Existing Customer,48,M,2,High School,Single,$80K - $120K,Blue,36,10227,3577,0.783,0.166
712233183,Existing Customer,45,F,2,Graduate,Single,Less than $40K,Blue,34,4265,3244,0.879,0.38
711762408,Existing Customer,43,M,2,Doctorate,Divorced,$40K - $60K,Blue,34,2243,4023,0.75,0
818305008,Existing Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,36,11239,3978,0.78,0.122
709104333,Existing Customer,50,M,5,Post-Graduate,Married,$120K +,Silver,36,34516,2687,0.778,0.026
708112008,Existing Customer,56,M,2,Graduate,Married,$80K - $120K,Blue,36,23510,1661,0.296,0.045
714731208,Existing Customer,63,F,0,Uneducated,Unknown,$40K - $60K,Blue,55,1651,4050,0.611,0.868
710006958,Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,41,8693,4755,0.533,0.092
815062383,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,30,4549,1914,0.5,0.262
778447908,Existing Customer,51,M,2,College,Married,$80K - $120K,Blue,33,3558,4136,0.912,0
720725058,Attrited Customer,51,F,1,Graduate,Single,Less than $40K,Blue,37,7176,1375,0.65,0
708582858,Existing Customer,38,M,3,Graduate,Single,$60K - $80K,Blue,25,18293,2958,0.432,0
818687958,Existing Customer,48,M,2,Graduate,Divorced,$80K - $120K,Blue,43,6383,4462,0.66,0.225
708714108,Existing Customer,42,F,3,High School,Single,Less than $40K,Silver,31,13441,1894,0.633,0.187
754872333,Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,43,20114,4740,0.796,0
718637208,Existing Customer,54,F,2,Graduate,Single,Less than $40K,Blue,43,2019,1689,0.714,0.687
816772908,Existing Customer,38,M,3,High School,Single,$60K - $80K,Silver,33,34516,4533,0.472,0.052
711935283,Attrited Customer,55,M,5,Post-Graduate,Single,$80K - $120K,Blue,47,1438.3,1427,0.333,0
716950758,Attrited Customer,46,M,4,High School,Married,$60K - $80K,Blue,36,8017,1657,0.654,0
716037708,Existing Customer,50,M,0,Uneducated,Divorced,$60K - $80K,Blue,39,9474,3240,0.588,0.108
717804783,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,27,6587,4160,0.842,0.125
715338783,Existing Customer,32,M,1,High School,Single,$60K - $80K,Blue,36,2999,3018,0.778,0
779645658,Existing Customer,49,M,3,Graduate,Single,$60K - $80K,Blue,32,7154,3607,0.735,0.206
787565433,Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,43,4039,1494,0.286,0.346
717287883,Existing Customer,57,M,3,Graduate,Married,$80K - $120K,Blue,46,5516,1532,0.5,0.456
715746633,Existing Customer,64,F,0,Graduate,Single,Less than $40K,Blue,54,5577,4256,1.121,0.124
710077008,Existing Customer,43,M,2,Uneducated,Single,$120K +,Blue,33,30137,3522,0.897,0.045
804437658,Existing Customer,42,F,3,Doctorate,Married,Less than $40K,Blue,36,9778,3413,0.692,0.22
780000258,Existing Customer,48,M,3,Uneducated,Single,$120K +,Blue,38,20912,4172,0.787,0
825785508,Existing Customer,49,M,3,High School,Single,$120K +,Blue,45,14699,4890,0.561,0.071
720252858,Existing Customer,57,M,3,College,Single,$60K - $80K,Blue,36,10350,3396,0.8,0
710017758,Existing Customer,44,M,4,Graduate,Single,$40K - $60K,Blue,36,11346,3784,0.457,0
711750183,Existing Customer,63,F,2,Graduate,Single,Less than $40K,Gold,55,15987,3640,0.867,0.084
718364283,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,30,19711,3602,1,0
711638658,Existing Customer,33,M,4,High School,Single,$40K - $60K,Blue,25,8650,2878,1.032,0.223
711046383,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Silver,36,34516,3542,0.714,0.038
720877083,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,36,9748,3323,0.833,0.139
715570533,Attrited Customer,48,M,3,Post-Graduate,Unknown,$120K +,Blue,35,34516,1632,0.333,0
758202858,Existing Customer,47,F,3,High School,Unknown,Less than $40K,Blue,40,4255,3453,0.5,0.395
712872183,Existing Customer,35,F,4,Uneducated,Single,Less than $40K,Blue,24,3271,2464,1,0.418
710014683,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,20,3480,2807,0.806,0.208
716934333,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,40,13306,3556,0.581,0.185
778523733,Existing Customer,38,M,3,Graduate,Single,$80K - $120K,Blue,31,13637,3625,0.659,0
716353083,Existing Customer,39,M,3,Graduate,Single,$60K - $80K,Blue,29,6733,4444,0.565,0.153
753642933,Existing Customer,52,F,3,High School,Single,Less than $40K,Blue,45,2728,4293,0.976,0.5
708151008,Existing Customer,49,F,4,Graduate,Married,$40K - $60K,Blue,41,6250,2433,1.158,0.103
789646158,Existing Customer,49,M,4,Uneducated,Married,$40K - $60K,Blue,33,3653,3297,0.692,0.241
712423233,Existing Customer,44,M,3,High School,Divorced,$60K - $80K,Blue,36,22919,3752,0.919,0.06
719806233,Existing Customer,36,M,1,Graduate,Single,$120K +,Blue,20,34516,2686,0.788,0
711502908,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,39,7532,3550,0.619,0
748617858,Existing Customer,35,M,5,Uneducated,Single,$60K - $80K,Blue,28,4587,2968,0.806,0.371
